first_appeared_in_issue,name,origin,publisher
The Crushing Conquer-Lord,Gena Landers,Human,Marvel
Challenge,Cerberus,Animal,Marvel
,Mona Street,Human,Ediciones La CÃºpula S.L.
Spring Special,Patty O'Donnels,Human,Marvel
,Queen of Hearts,Human,Zenescope Entertainment
I Dream of Jeannie #1,Jeannie,Other,Dell
Spring Special,Louie Perlongetti,Human,Marvel
Chutes and Ladders,S'ym,Other,Marvel
...And We Battle For The Earth,Taku,Human,Marvel
The French Spaceman,John Lumus,Human,Marvel
,Captain Hero,Infection,Marvel
The War Begins,Beyonder,God/Eternal,Marvel
Torr!; Midnight In The Wax Museum; I Am The Fantastic Dr. Droom!,Doctor Druid,Human,Marvel
The Gentleman's Name is Magneto,Cr'reee,Alien,Marvel
"The Lich-King, Part 3",Vladimir Karnov,Other,Antarctic Press
Heart of the Dragon,Lei Kung,Human,Marvel
Stanley's War,Stanley Lumus,Human,Marvel
Plunder Of The Apes!,Michael O'Brien,Human,Marvel
The Fall of Avalon,Bres,God/Eternal,In the Public Domain
The Living Bomb!; The Man Who Dared!; I Saw The Impossible World!,Eel (Stryke),Human,Marvel
The Broadway Mayhem of 1974,Discus,Human,Marvel
Supergangbang,Deadly Nightshade,Human,Top Cow
Bang! Youâ€™re Dead!,Reaper,Mutant,Marvel
The Testing of Shang-Chi,Bob Diamond,Human,Marvel
HC/SC,Firebolt,Human,Marvel
Hammer of Judgement,Hammer Of Judgement,Human,Marvel
The Commander Escapes!,Firefly,Human,IDW Publishing
Doombringer,Doombringer,Human,Marvel
An Eye For An Eye Chapter 2: Tie A Yellow Ribbon,Jason Hunt,Human,Marvel
,Xane,God/Eternal,Antarctic Press
,Xerses,Other,Antarctic Press
The Last of the Guru,Old Witch,Other,Charlton
The Kids From Fame,Boy George,Human,Non-Fictional
,Andromache,Human,In the Public Domain
Gunsmoke,Matt Dillon,Human,Dell
Gunsmoke,Chester,Human,Dell
,Doc Adams,Human,Dell
Gunsmoke,Kitty,Human,Dell
,Roy Rogers,Human,Non-Fictional
The Exterminator And The Super-Powered Unholy Three,Death-Stalker,Radiation,Marvel
Flight of the Torpedo!,Heather Glenn,Human,Marvel
While the City Sleeps!,Debbie Harris,Human,Marvel
To Die in Darkness!,Becky Blake,Human,Marvel
,Ghost Dancer,Human,Marvel
Marked For Murder!,Eric Slaughter,Human,Marvel
Blind Alley,Doris Urich,Human,Marvel
The Origin of Daredevil,Battlin' Jack Murdock,Human,Marvel
Cry Beetle!,Candace Nelson,Human,Marvel
Till death do us part!,Porkchop Peterson,Human,Marvel
... The Mauler!; Dark Secrets,Edwin Cord,Human,Marvel
Fasornas vÃ¤g,Allan Scott,Human,Atlantic FÃ¶rlag
,Chiang Kai-Shek,Human,Non-Fictional
Time Lord,Barry Ween,Human,Oni Press
Time Lord,Jeremy Ramirez,Human,Oni Press
Once More Unto the Breach,Sergeant Crumb,Human,Vertigo
Once More Unto the Breach,The Piper,Human,Vertigo
Once More Unto the Breach,Oberst Flaschmann,Human,Vertigo
Once More Unto the Breach,Hauptmann Venkschaft,Human,Vertigo
Once More Unto the Breach,Corporal Geezer,Human,Vertigo
,Hank the Yank,Human,Vertigo
Definitely Not Cricket,Gerta Gasch,Human,Vertigo
Ashes to Ashes,Libby,Human,Event Comics
Ashes to Ashes,Carrie,Human,Event Comics
Married to the Mob: Shades of Red,Painkiller Jane,Human,Icon Comics
Married to the Mob: Shades of Red,Don Joe Fonti,Human,Event Comics
Ashes to Ashes,Dark Ali,Human,Event Comics
,Zelda,Animal,Antarctic Press
Married to the Mob: Shades of Red,Lulu Stump,Human,Event Comics
Married to the Mob: Shades of Red,Mercy,Human,Event Comics
Married to the Mob: Shades of Red,Pinheads,Other,Event Comics
Ashes to Ashes,Tweety,Human,Event Comics
Paperino e la statuetta maya,Mole,Animal,Disney
Worldwide Rescue part 1,Foxglove,Animal,Disney
An Eye For An Eye Chapter 2: Tie A Yellow Ribbon,Hatsu Yakamoto,Human,Marvel
Walt Disney's Lady and the Tramp with Jock,Tuffy,Animal,Disney
A Book of Laughs and Thrills,Dale Arden,Human,King Features Syndicate
A Book of Laughs and Thrills,Dr. Zarkov,Human,King Features Syndicate
,Taxman,Human,Marvel
Popular Comics,Little Joe,Human,Newspaper: Funny Pages
,Shion,Human,SNK Playmore
Zio Paperone e il segreto dello spillo,716-671,Animal,Disney
,Valdoll,God/Eternal,Capcom
,Black Angel,Human,Hillman
,Jay Leno,Human,Non-Fictional
Wolverine Encyclopedia,Patch,Human,Marvel
"Of Birth, Death And The Confused, Painful Bit In Between",Pumice,Other,Marvel
Giant women on the rampage,Threeta,Human,AC Comics
One Million,Commander Cold,Human,DC Comics
"Something Old, Something New",Rena Stone,Human,DC Comics
Prog 398,Candida,Human,Rebellion
,Chico Marx,Human,Non-Fictional
"Healing the Breach, Chapter I: The Emotional Hostage",Terry,Human,Vertigo
The Tunnel Through Time!; Once a Green Lantern--Always a Green Lantern!,Katma Tui,Alien,DC Comics
"Healing the Breach, Chapter I: The Emotional Hostage",Tee-Tonti,Human,Vertigo
"The Day 100,000 People Vanished!",Sinestro,Alien,DC Comics
The World of Living Phantoms!,Tomar Re,Alien,DC Comics
Back Again,Tomar Tu,Alien,DC Comics
Beware My Power; What Can One Man Do?; Earth's First Green Lantern!,John Stewart,Human,DC Comics
When Gravity Went Wild!,Doctor Destiny,Human,DC Comics
The Key-Master of the World!,The Key,Human,DC Comics
"Something Old, Something New",Nero,Human,DC Comics
Abra Kadabra to Yankee Doodle Dandy,Inferno,Alien,DC Comics
"Something Old, Something New",Andre Choi,Human,DC Comics
Danger in the Air! / The Man who Claimed the Earth,Trickster (Jesse),Human,DC Comics
The Possessing of Francis Kane!,Magenta,Human,DC Comics
Challenge of the Weather Wizard! / Meet Kid Flash!,Weather Wizard,Human,DC Comics
,Blacksmith,Human,DC Comics
Family Business,Chillblaine,Human,DC Comics
"Family Feud, Pt. 1",Scorn,Human,Marvel
,Fallout,Radiation,DC Comics
,Gregory Wolfe,Human,DC Comics
,Wolf,Human,Impact
Menace of the Super-Gorilla / The Pied Piper of Peril!,Pied Piper,Human,DC Comics
The Chunk,Chunk,Human,DC Comics
Menace of the Atomic Changeling!; The Elixir of Invulnerability!,Goldface,Human,DC Comics
Supergroup (Part 2),Queen Noir,Human,Image
Worldwide Rescue part 1,Professor Foo Foo,Animal,Disney
Mark of Cain Part 1,David Cain,Human,DC Comics
"1,000 Years Later",Brainiac 417,Alien,DC Comics
"1,000 Years Later",Implicate Girl,Human,DC Comics
"1,000 Years Later",Titangirl,Alien,DC Comics
The Day Of The Chameleon,The Chameleon,Human,DC Comics
"1,000 Years Later",Cosmicbot,Alien,DC Comics
"Another Day, Another Dolor",Finch,Animal,Disney
"Another Day, Another Dolor",Boysenberry,Animal,Disney
"Another Day, Another Dolor",Head,Animal,Disney
,Little My,Other,Atlantic FÃ¶rlag
,Moominpappa,Other,Atlantic FÃ¶rlag
,Moominmamma,Other,Atlantic FÃ¶rlag
,Mymlan,Other,Atlantic FÃ¶rlag
,Gafsan,Other,Atlantic FÃ¶rlag
,Snofsan,Other,Atlantic FÃ¶rlag
,Snork Maiden,Other,Atlantic FÃ¶rlag
,Moomin,Other,Atlantic FÃ¶rlag
,Sniff,Other,Atlantic FÃ¶rlag
,Stinky,Other,Atlantic FÃ¶rlag
,Filifjonkan,Other,Atlantic FÃ¶rlag
Time Out of Mind,Magala,Human,DC Comics
"Turning the Town Red, Part 1",Nicodemus,Human,DC Comics
Iron Curtain,Sasha,Human,DC Comics
Justice,Billy Kincaid,Human,Image
The Time of the Preacher,Saint of Killers,God/Eternal,Vertigo
Absolute Vertigo,Jesse Custer,Human,Vertigo
,Tulip O'Hare,Human,Vertigo
The Sermon On The Mount,God,God/Eternal,In the Public Domain
,Cassidy,Infection,Vertigo
Standing Tall,Herr Starr,Human,Vertigo
All In the Family,Jody,Human,Vertigo
And Hell Followed with Him,Arseface,Human,Vertigo
The Time of the Preacher,Genesis,God/Eternal,Vertigo
Came A Pale Rider (Hunters Part 1),Hoover,Human,Vertigo
Came A Pale Rider (Hunters Part 1),Featherstone,Human,Vertigo
All In the Family,Christina Custer,Human,Vertigo
,Cindy,Human,DC Comics
The Time of the Preacher,DeBlanc,God/Eternal,Vertigo
The Time of the Preacher,Fiore,God/Eternal,Vertigo
,Eisenstein,Human,DC Comics
The Meatman Cometh,Odin Quincannon,Human,Vertigo
The Meatman Cometh,Miss Oatlash,Human,Vertigo
All In the Family,John Custer,Human,Vertigo
Good Times Rolling,Xavier,Human,Vertigo
Old Familiar Faces,Dee,Human,Vertigo
The Time of the Preacher,Sheriff Root,Human,DC Comics
Total X-Tinction Part 2: Friend Or Foe?,Corpus Derelicti,Cyborg,Marvel
A Summers Tale,Haley,Human,Marvel
An Eye For An Eye Chapter 2: Tie A Yellow Ribbon,Katherine Yakamoto,Human,Marvel
On The Track Of Unknown Animals,Phillip Richards,Human,Marvel
Primal Scream,Skin,Mutant,Marvel
Foxes and Scorpions,Adrienne Frost,Mutant,Marvel
The Blood Sacrifice of Amanda Saint,Katabolik,Human,Marvel
Dead Silence,Cordelia Frost,Mutant,Marvel
Primal Scream,Mondo,Mutant,Marvel
Opening Volley,Hollow,Mutant,Marvel
Bless the Beasts and Children,Artie Maddicks,Mutant,Marvel
Siege,Tom Corsi,Human,Marvel
"Generation Next, Part 2: Drop The Leash",Synch,Mutant,Marvel
First Contact,Bolt,Mutant,Marvel
Third Genesis,Emplate,Mutant,Marvel
'A Night to Remember',Wrap,Mutant,Marvel
Big Trouble in Madripoor!,Nightwind,Mutant,Marvel
Catastrophe!,Paladin,Human,Marvel
Big Trouble in Madripoor!,Dragonwing,Mutant,Marvel
Big Trouble in Madripoor!,Spoilsport,Mutant,Marvel
Big Trouble in Madripoor!,The Sign,Human,Marvel
Big Trouble in Madripoor!,Jet-Black,Mutant,Marvel
Big Trouble in Madripoor!,Tough Love,Mutant,Marvel
Big Trouble in Madripoor!,Noy,Human,Marvel
The Good Turn,Mickey,Animal,Disney
"Origin of Species, Part 1",Cliff DeWitt,Human,DC Comics
Dead Reckoning,Rider,Other,DC Comics
"Scorpion Memories, Part 2",John Keach,Human,DC Comics
Resurrection Man,Hooker,Other,DC Comics
"Scorpion Memories, Part 1",Kim Rebecki,Human,DC Comics
Dead Reckoning,Bren Rebecki,Human,DC Comics
Pranks for Profit,Roscoe,Human,DC Comics
Unnatural Causes,Lament,God/Eternal,DC Comics
Unnatural Causes,Mr. Devlin,Human,DC Comics
Book Two,Dirk Dangerfeld,Human,America's Best Comics
,Mike Wazowski,Other,Disney
The Judgment of Solomon!,Mayor Sonny Baskerville,Human,America's Best Comics
Rocks and Hard Places,Stolas,Other,In the Public Domain
Rocks and Hard Places,Bael,God/Eternal,In the Public Domain
Capt. Marvel Jr. Struggles with Sabbac,Asmodeus,God/Eternal,In the Public Domain
The Judgment of Solomon!,Marchosias,God/Eternal,In the Public Domain
Rocks and Hard Places,Dennis Drucker,Human,America's Best Comics
The Blaze Of Battle,Valdor,God/Eternal,Marvel
Guys and Dolls,Little Margie,Human,America's Best Comics
Sinbad and the Eyes of Fire: Part One,Alorana,Human,Zenescope Entertainment
Die unsichtbaren RÃ¤tsel des Mr. Sphinx,Tom Taylor,Human,Vertigo
,Kasumi Todoh,Human,SNK Playmore
,Mata Hari,Human,Non-Fictional
HC,Billie Holiday,Human,Non-Fictional
Doppio,William Blake,Human,Non-Fictional
"Sex Stars, and Serpents",Andrew Eldritch,Human,Non-Fictional
"Vol. 9, No. 4",Bettie Page,Human,Non-Fictional
,Aleister Crowley,Human,Non-Fictional
Lost and Found: Part Three of the Space Between; Maidenhead,Bataar,Human,Vertigo
"Sex Stars, and Serpents",Winsor McCay,Human,Non-Fictional
,Janis Joplin,Human,Non-Fictional
,Clara Bow,Human,Non-Fictional
,Timothy Leary,Human,Non-Fictional
,H.P. Lovecraft,Human,Non-Fictional
Black Magic on Mars,Orson Welles,Human,Non-Fictional
,Rita Hayworth,Human,Non-Fictional
Fiction Factory,Charles Fort,Human,Non-Fictional
Quem Soluciona Os SoluÃ§os?,Elmo Noodle,Animal,Disney
A Time to Die,Ereshkigal,God/Eternal,In the Public Domain
Prog 227,Purity Brown,Human,Rebellion
The Saint George Syndrome: Chapter Two of Homelands,Radiant Sun,God/Eternal,Vertigo
,Earthquake,Human,SNK Playmore
The Amazing Adventures of Dr. Strange; Don Tyler's Triumph,Faceless Phantom,Human,Pines Publishing
The Radiant Heavenly City,Thoth-Hermes,God/Eternal,America's Best Comics
The Saint George Syndrome: Chapter Two of Homelands,Senior Undersecretary Mudsnipe,Human,Vertigo
The Radiant Heavenly City,Weeping Gorilla,Animal,America's Best Comics
The Saint George Syndrome: Chapter Two of Homelands,Bright Day,God/Eternal,Vertigo
Prog 457,Judge Shenker,Human,Rebellion
The Gathering of Five (Part Four): A Day In the Life,Morris Maxwell,Human,Marvel
The Prophecy of Madame Web!,Madame Web,Human,Marvel
Let The Punisher Fit The Crime!,Marla Jameson,Human,Marvel
Shadows & Light,Cheryl Lansing,Human,Marvel
I Can't... (and I Don't Want To) ...But I Must!,Gray Dolman,Human,Marvel
Skin and Bones!,Bones,Human,Marvel
Skin and Bones!,Flesh,Human,Marvel
,Adrastus,Human,In the Public Domain
Hercules Unchained,Creon,Human,In the Public Domain
The Gathering of Five (Part Four): A Day In the Life,Jeremy Franklin,Human,Marvel
Spider spider,Detective Phil Rodriguez,Human,Marvel
,June,Human,Capcom
,Iron Ace,Human,Hillman
The French Revolution,Madame Pompadour,Human,Non-Fictional
,Leonardo Da Vinci,Human,Non-Fictional
,Mona Lisa,Human,Non-Fictional
Death's Head,Anastasia Romanova,Human,Non-Fictional
Black Masterpiece,Francesco Del Giocondo,Human,Non-Fictional
Ballistic,Ballistic,Infection,DC Comics
"Anarky in Gotham City, Part One: Letters to the Editor",Anarky,Human,DC Comics
The Riddle of the Yellow Band,Cliff Marsland,Human,Street And Smith
Robberies Baffle Police,Fergus MacMurdie,Human,DC Comics
The Night of the Avenger!,Smitty,Human,DC Comics
"The Lord of Lightning: Darkness Falls; Worst Nightmare, Part One: The Wounded",Nellie Gray,Human,DC Comics
"The Lord of Lightning: Darkness Falls; Worst Nightmare, Part One: The Wounded",Josh Newton,Human,DC Comics
The Lord Of Lightning Part Two: Pitch Black Dead,Rosabel Newton,Human,DC Comics
Epiphany!,Zygo,Alien,Marvel
2000ad Sci-Fi Special 1993,Maniac 5,Cyborg,Rebellion
Monster Makers,M-21,Robot,Marvel
"Book One: Blood Calls for Blood, Part One: The Monster of Greek Street",Mischa,Human,Vertigo
Neuropolitique,Sandoz,Human,Marvel
Three Good Little Ducks,Sgt. Dunder,Animal,Disney
Search and Destroy,Anesthesia Jones,Human,Marvel
,Shen Woo,Human,SNK Playmore
,Duolon,Human,SNK Playmore
Within You...Without You!,Ambassador,Robot,Marvel
,Angel,Human,SNK Playmore
The Perilous Traps of Mr. Danger!,Evel Knievel,Human,Non-Fictional
Vol. 1,Sister Jacqueline,Human,Amerotica
,Montezuma,Human,Non-Fictional
Showdown at Carrot Gulch,Honey Bunny,Animal,Gold Key
,Salvador Dali,Human,Non-Fictional
,Fatty Arbuckle,Human,Non-Fictional
,Lucky Glauber,Human,SNK Playmore
,Blade,Other,Capcom
,Marlon Brando,Human,Non-Fictional
,Heidi Fleiss,Human,Non-Fictional
,Burt Reynolds,Human,Non-Fictional
,Sour Billy Tipton,Human,Avatar Press
Prog 367,General Melga,Human,Rebellion
,Lancelot Link,Animal,Gold Key
,Jean,Infection,Avatar Press
"The End, Part 1",Frank Hollister,Human,Fleetway
Space Mouse,Merlin The Magic Mouse,Animal,DC Comics
The Downbeat Duck,Second Banana,Animal,DC Comics
,Howard Hughes,Human,Non-Fictional
Appetite Flight,Ed Huddles,Human,Gold Key
,Valerie Mersault,Infection,Avatar Press
,Dan Albright,Human,Avatar Press
Divine Intervention,Paco Testas,Human,DC Comics
,Tron Bonne,Human,Capcom
,Servbot,Robot,Capcom
-,Wood Man,Robot,Capcom
One,Mrs. Cunnington,Human,Eros Comix
,Lizard Lizard,Animal,Disney
,Armand,Infection,Avatar Press
,Nana,Animal,In the Public Domain
A Flighty Flier,Cool Cat,Animal,Gold Key
The Unholy Legion,Ivan the Terrible,Human,Non-Fictional
,David Berkowitz,Human,Non-Fictional
,Andy Warhol,Human,Non-Fictional
,Ingrid Bergman,Human,Non-Fictional
,Cynthia,Infection,Avatar Press
,J. Audubon Woodlore,Human,Disney
<Perfection>,Tizoc,Human,SNK Playmore
,Kongou,Other,Capcom
Duty Calls,Dendrok,Other,Marvel
The Phantom in Return of the Sky Band,Christy Sawyer,Human,King Features Syndicate
Storia di Twenty,Twenty,Human,Ediciones La CÃºpula S.L.
,Henry Ford,Human,Non-Fictional
,Franz Kafka,Human,Non-Fictional
,Adam,Human,In the Public Domain
,Alex,Human,Amerotica
,Ada Lee,Human,Amerotica
,Mr. Wilson,Human,Gold Key
Every Last One of Them,Dorhun,Other,Marvel
,Little Pancho Vanilla,Human,Dell
Huckleberry Hound,Pixie,Animal,Dell
Huckleberry Hound,Dixie,Animal,Dell
Detonation Boulevard,Willis Adams,Human,Marvel
,Sulley,Other,Disney
Volume 1,Hydron,Other,Capcom
,Frederick Douglass,Human,Non-Fictional
,Helen Meyer,Animal,Dell
,Urushira,God/Eternal,Eros Comix
,Urien,Human,Capcom
,The Scarlet Pimpernel,Human,In the Public Domain
,Sylvester Pussycat,Animal,Warner Brothers
,Cicero Pig,Animal,Warner Brothers
Bamse,Bamse,Animal,Egmont
Bamse,Skalman,Animal,Egmont
Bamse,Lille Skutt,Animal,Egmont
Bamse,Vargen,Animal,Egmont
Bamse,Husmusen,Animal,Egmont
Bamse,Katten Janson,Animal,Egmont
,Kurt,Infection,Avatar Press
,Raymond Ortega,Infection,Avatar Press
-,Kapten Buster,Animal,Egmont
-,Rusken,Animal,Egmont
-,Slusken,Animal,Egmont
-,Stollen,Animal,Egmont
,Pigge Kott,Animal,Egmont
,Brummelisa,Animal,Egmont
The Torch Goes Wild!; Beyond The Purple Veil,Rabble Rouser,Human,Marvel
-,Knocke,Animal,Egmont
-,Smocke,Other,Egmont
The Sorcerer And Pandora's Box,Dorian Murdstone,Human,Marvel
No One Escapes the Mandarin,Sun Stealer,Alien,Marvel
Scourge Of The Underworld,Vampire,Human,Marvel
Bamse,Lille Rikard,Human,Williams FÃ¶rlag
Pellefant,Pellefant,Animal,Egmont
A Dark Green Life,Dr. Katherine Spar,Human,Marvel
Boxing Days,Jubilee Mirant,Human,Vertigo
"The Hulk ""Banished to Outer Space""",Human Cannonball,Human,Marvel
"Preeeeeesenting...the Clown, and His Masters of Menace!",Princess Python,Human,Marvel
Crap Shoot,Marlo Chandler-Jones,God/Eternal,Marvel
By Force of Arms! / The Maddening Mystery of the Inconceivable Adaptoid,Super-Adaptoid,Robot,Marvel
In the shadow of Argo,Cary St. Lawrence,Human,Marvel
,Armageddon,Mutant,Marvel
Closing Curtain,Hotshot,Human,Marvel
Closing Curtain,Jailbait,Radiation,Marvel
,Night Tiger,Human,E Train
The Screaming Man!,Goodfellow,Other,Marvel
What a Day for a Daydream!,Brian Banner,Human,Marvel
Mercy Killing,Mercy,Alien,Marvel
What Did He Say?,Russ,Human,Marvel
A Sharp Operation: Part One of a Two-Part Caper,Tommy Sharp,Human,Vertigo
Starfire's World,Trinity,Robot,DC Comics
She's a Wonder,Trevor Barnes,Human,DC Comics
Wonder Woman and the Reversal of Evolution,Giganta,Human,DC Comics
The Menace of Dr. Poison,Doctor Poison,Human,DC Comics
"Land of the Lost, Part One: They Might be Giants!",Cyborgirl,Cyborg,DC Comics
Die Super-Action-Seite,Wonder Girl,God/Eternal,DC Comics
Wonder Woman's Triple Identity!,Angle Man,Human,DC Comics
Beat The Clock!,Fury (Kosmatos),Human,DC Comics
Things Best Left Forgotten,Cassandra,Human,DC Comics
The Gangsters And The Giant/A Titan Rides the Train,Wrecker,Human,Marvel
Prog 104,Fly Eyes Wagner,Mutant,Rebellion
Prog 617,Maeve the Many-Armed,Mutant,Rebellion
Book Two: How the Other Half Lives,O-Tar,Human,Vertigo
"Lifelines, Part 1",Helena Sandsmark,Human,DC Comics
The Lizard King,Lizard King,Human,DC Comics
What Is Devastation?!,Anaya,God/Eternal,DC Comics
,Anthony Grant,Human,Marvel
Babes In Arms,Judge Perrier,Human,Rebellion
Shell Game,Georgia Neville,Human,DC Comics
Prog 159,Link Angel,Human,Rebellion
,Rhea,God/Eternal,In the Public Domain
The Princess and the Power!,Phillipus,God/Eternal,DC Comics
,Pierre Tombal,Human,Dupuis
Highspeed Hijinks,Miranda Wright,Human,Disney
Trinity 98 Part 1,Wonderdome,Other,DC Comics
To Tame A Titan,Demeter,God/Eternal,In the Public Domain
The Bicentennial Villian,Isis,Human,DC Comics
The Witch & The Warrior - Part 3: Hateful Hate,Mammitu,God/Eternal,In the Public Domain
The Witch & The Warrior - Part 3: Hateful Hate,Neith,God/Eternal,In the Public Domain
The Princess and the Power!,Hestia,God/Eternal,In the Public Domain
Escape!,Antiope,God/Eternal,DC Comics
Merlin,Hades,God/Eternal,Image
Swan Song!,Silver Swan (Alexandros),Cyborg,DC Comics
Deadly Arrival!,Julia Kapatelis,Human,DC Comics
The Riddle of the Chinese Mummy Case,Circe,God/Eternal,DC Comics
Body & Soul,Buzz,Other,DC Comics
The Son of Bizarro!,Bizarro Supergirl,Alien,DC Comics
Rhyme and Reason,Lilith,God/Eternal,DC Comics
Double Identities,Queen Mab,God/Eternal,DC Comics
A Plague on Both Your Houses,Hurmizah,God/Eternal,DC Comics
I Remember Matrix,Blithe,God/Eternal,DC Comics
,Freddy Freeman,Human,DC Comics
Body & Soul,Mattie Harcourt,Human,DC Comics
Body & Soul,Cutter Sharp,Human,DC Comics
The Super-Rivals,Fred Danvers,Human,DC Comics
Body & Soul,Sylvia Danvers,Human,DC Comics
Gods of The Twilight,Twilight,God/Eternal,DC Comics
Reflections,Lagoon Boy,Other,DC Comics
Snowball in Hell,Nuliajuk,Other,In the Public Domain
Chapter One: Wolf At The Door!,Adam Hauptman,Human,Dynamite Entertainment
"""How Will We Keep Warm When the Last Flame Dies?"" & ""Ice-Monster Cometh!"" & ""I Was the Invisible Man!"" & ""Goom! The Thing from Planet X!""",Jude the Entropic Man,Human,Marvel
Children of the Damned!,Belasco,God/Eternal,Marvel
Dead & In Person...,Una-Rogg,Alien,Marvel
,Comet Man,Human,Marvel
The Coming of Comet Man,Benny Beckley,Human,Marvel
Comes A Dragon!,Jade Dragon,Mutant,Marvel
Starlord First House: Earth,Star-Lord,Alien,Marvel
I Unleashed Shagg Upon The World!,Ulysses Bloodstone,Human,Marvel
Exodus,Luna,Other,Marvel
And One Shall Save Him!,Blastaar,Alien,Marvel
